diff_P3_P2,diff_P6_P4,diff_P9_P7,diff_P10_P8,diff_P11_P5,diff_P14_P12,diff_P15_P13,diff_P20_P18,diff_P21_P19,diff_P23_P22,diff_P28_P26,diff_P29_P27,diff_P31_P30,diff_P33_P32,diff_T3_T2,diff_T6_T4,diff_T9_T7,diff_T10_T8,diff_T11_T5,diff_T14_T12,diff_T15_T13,diff_T20_T18,diff_T21_T19,diff_T23_T22,diff_T28_T26,diff_T29_T27,diff_T31_T30,diff_T33_T32,diff_P18_P16,diff_P19_P17,diff_P26_P24,diff_P27_P25
0.02882,0.03353,0.0391,0.02058,0.02415,0.02957,0.04947,0.01322,0.02472,0.02085,0.03569,0.03569,0.01509,0.51765,0.30892,0.56969,0.67529,2.53952,0.67422,0.87798,2.27825,2.0719,0.59037,0.4614,1.86276,0.76936,0.54567,0.23876,1.31618,1.28635,1.28015,1.29986
0.02918,0.0335,0.03962,0.01955,0.02485,0.03058,0.04946,0.01258,0.02505,0.02083,0.03575,0.03575,0.01553,0.52426,0.30694,0.57004,0.67075,2.607,0.66446,0.86332,2.25889,2.12906,0.58636,0.46199,1.84613,0.75626,0.53786,0.2372,1.31092,1.27858,1.272,1.2907
0.02958,0.03372,0.04017,0.0192,0.0254,0.03143,0.04945,0.01235,0.02538,0.02097,0.03583,0.03583,0.01586,0.53157,0.30479,0.56814,0.66619,2.6312,0.6571,0.85149,2.24919,2.14949,0.58231,0.46058,1.83773,0.7457,0.53199,0.23542,1.30343,1.26965,1.26335,1.2812
0.02997,0.03399,0.04052,0.01932,0.02585,0.03226,0.04944,0.01243,0.02561,0.02113,0.0359,0.0359,0.01614,0.53848,0.3028,0.56577,0.66324,2.62335,0.65112,0.84038,2.25131,2.14271,0.57967,0.45867,1.83934,0.73579,0.52728,0.23374,1.29552,1.26134,1.25527,1.27228
0.03033,0.03432,0.04094,0.01948,0.02625,0.03302,0.04943,0.01253,0.02587,0.02133,0.03597,0.03597,0.01638,0.54515,0.30092,0.56301,0.65991,2.61253,0.64614,0.8305,2.25783,2.13341,0.57671,0.45643,1.84468,0.72699,0.5234,0.23215,1.2877,1.25312,1.24755,1.26379
0.03059,0.03456,0.04123,0.01956,0.02652,0.03355,0.04943,0.01258,0.02605,0.02148,0.03602,0.03602,0.01655,0.54985,0.29962,0.56107,0.65747,2.60642,0.64271,0.82402,2.26058,2.12814,0.57453,0.45487,1.84689,0.72122,0.52071,0.23104,1.28222,1.2473,1.2421,1.25783
0.03071,0.03467,0.04137,0.01965,0.02664,0.0338,0.04943,0.01264,0.02614,0.02155,0.03605,0.03605,0.01662,0.55203,0.29901,0.56012,0.65643,2.60095,0.64123,0.82092,2.26386,2.12346,0.57361,0.45409,1.84962,0.71846,0.51956,0.23054,1.2796,1.2446,1.23959,1.25506
0.03063,0.03445,0.04097,0.01974,0.02668,0.03384,0.04943,0.01269,0.02589,0.02141,0.03604,0.03604,0.01664,0.55054,0.29943,0.56197,0.65961,2.5947,0.64068,0.82038,2.26091,2.11822,0.57643,0.45552,1.84712,0.71798,0.51911,0.23088,1.28139,1.24717,1.24111,1.25654
0.0305,0.03412,0.04044,0.0198,0.02674,0.03395,0.04943,0.01273,0.02555,0.02122,0.03601,0.03601,0.01669,0.54824,0.30006,0.56471,0.66399,2.59052,0.64001,0.81909,2.26169,2.11476,0.58032,0.45767,1.84778,0.71684,0.5186,0.23143,1.28423,1.25098,1.24346,1.25878
0.03041,0.03373,0.03984,0.01977,0.02691,0.03425,0.04943,0.01272,0.02519,0.02097,0.03599,0.03599,0.01679,0.54653,0.30054,0.56808,0.66892,2.59202,0.63786,0.8155,2.2603,2.11614,0.58469,0.46034,1.84657,0.71365,0.5169,0.23185,1.28671,1.25437,1.24501,1.26004
0.02967,0.03258,0.0382,0.01961,0.02655,0.03384,0.04944,0.01261,0.02416,0.02027,0.03585,0.03585,0.01657,0.53306,0.30436,0.57818,0.68323,2.60314,0.64227,0.8203,2.28125,2.12593,0.59741,0.46836,1.86444,0.71796,0.52052,0.23516,1.30302,1.27306,1.25992,1.27536
0.02732,0.02927,0.03351,0.019,0.02516,0.03248,0.04948,0.01223,0.02122,0.01824,0.03541,0.03541,0.01572,0.49054,0.31745,0.61082,0.72965,2.64388,0.66011,0.83726,2.38394,2.16175,0.63876,0.49433,1.95202,0.73325,0.53528,0.24643,1.35416,1.3308,1.30739,1.32422
0.0251,0.02596,0.02904,0.01814,0.02404,0.03185,0.04951,0.01169,0.01841,0.01621,0.035,0.035,0.01502,0.45041,0.33148,0.64945,0.78425,2.70639,0.67569,0.84533,2.52887,2.21639,0.6875,0.52508,2.07582,0.74067,0.54851,0.25849,1.40319,1.38568,1.35191,1.36939
0.0233,0.02324,0.02552,0.0171,0.02318,0.03157,0.04953,0.01104,0.01621,0.01454,0.03467,0.03467,0.01449,0.41774,0.34436,0.68739,0.83667,2.78687,0.68831,0.84882,2.68018,2.28652,0.73444,0.55536,2.20558,0.744,0.55937,0.26955,1.44367,1.43017,1.38805,1.40583
0.02151,0.02057,0.02213,0.01605,0.02235,0.03104,0.04957,0.01037,0.01407,0.01291,0.03434,0.03434,0.01399,0.38548,0.35866,0.73178,0.89882,2.87815,0.70123,0.85593,2.81188,2.36639,0.79025,0.59075,2.31919,0.75054,0.57036,0.2817,1.48369,1.47397,1.4237,1.44204
0.02039,0.01915,0.02045,0.01525,0.02157,0.03034,0.04958,0.00987,0.01302,0.01203,0.03412,0.03412,0.01351,0.3652,0.36861,0.75909,0.93522,2.95334,0.71406,0.86554,2.92212,2.43211,0.82305,0.61264,2.41468,0.75928,0.58113,0.29011,1.50866,1.50036,1.44654,1.46559
0.01973,0.01848,0.01971,0.01476,0.02092,0.02958,0.04959,0.00956,0.01255,0.01162,0.034,0.034,0.01311,0.35317,0.37492,0.77296,0.95257,3.00213,0.72528,0.87653,2.99317,2.47474,0.83873,0.62385,2.47651,0.7692,0.59042,0.29541,1.52321,1.51532,1.46038,1.48019
0.01957,0.01831,0.01956,0.01456,0.02077,0.02945,0.0496,0.00943,0.01245,0.01152,0.03397,0.03397,0.01302,0.35026,0.37649,0.77665,0.95623,3.02365,0.72789,0.87845,3.0167,2.49345,0.84205,0.62687,2.49697,0.77094,0.59261,0.29675,1.52688,1.51891,1.46371,1.48365
0.02005,0.01881,0.01994,0.01529,0.02123,0.03008,0.04958,0.00989,0.01269,0.01183,0.03406,0.03406,0.0133,0.35897,0.37184,0.76603,0.94713,2.94872,0.71993,0.86914,2.98231,2.42844,0.83378,0.61805,2.46687,0.76256,0.5861,0.29281,1.5157,1.5083,1.45372,1.47302
0.02135,0.02037,0.02167,0.0164,0.02223,0.03129,0.04956,0.01059,0.01379,0.01278,0.03431,0.03431,0.01391,0.38251,0.36007,0.73545,0.90835,2.84577,0.70321,0.85224,2.88152,2.33878,0.79879,0.59342,2.37915,0.74731,0.57227,0.28289,1.48658,1.47817,1.42706,1.44515
0.02406,0.02326,0.02536,0.01748,0.02467,0.03409,0.04951,0.01128,0.01611,0.01456,0.03481,0.03481,0.01542,0.4315,0.33875,0.68713,0.8393,2.75622,0.66666,0.81667,2.65117,2.26016,0.73673,0.55493,2.18004,0.71528,0.54204,0.26493,1.42851,1.41587,1.37101,1.38628
0.02624,0.02535,0.02813,0.01811,0.0269,0.03689,0.04947,0.01167,0.01785,0.01584,0.03523,0.03523,0.01678,0.47105,0.32404,0.65756,0.79687,2.70807,0.63788,0.78504,2.50741,2.21785,0.6987,0.5314,2.05641,0.68695,0.51842,0.25246,1.38244,1.36634,1.32536,1.33781
0.02715,0.02636,0.02951,0.0184,0.02765,0.0376,0.04946,0.01185,0.0187,0.01647,0.03541,0.03541,0.01724,0.48744,0.31847,0.6444,0.77807,2.68725,0.62887,0.77768,2.43934,2.19959,0.68188,0.52093,1.99824,0.68032,0.51091,0.24768,1.36305,1.3452,1.3067,1.31843
0.02797,0.02736,0.03082,0.01868,0.0283,0.03817,0.04943,0.01203,0.01953,0.01708,0.03556,0.03556,0.01764,0.50238,0.31364,0.6324,0.76117,2.66631,0.62159,0.77187,2.38418,2.1813,0.66678,0.51138,1.9512,0.67509,0.50484,0.2435,1.34524,1.32572,1.28977,1.30092
0.02874,0.02821,0.03193,0.01904,0.02893,0.0388,0.04942,0.01225,0.02023,0.0176,0.0357,0.0357,0.01803,0.5162,0.30936,0.62241,0.74781,2.64144,0.61456,0.76557,2.33734,2.15977,0.65484,0.50338,1.9113,0.66943,0.499,0.23979,1.32872,1.30798,1.27405,1.28456
0.02927,0.02885,0.03266,0.01946,0.02935,0.03923,0.04941,0.01251,0.02068,0.01799,0.0358,0.0358,0.01828,0.5259,0.30646,0.61537,0.73941,2.61243,0.61005,0.76149,2.30796,2.13486,0.64733,0.49768,1.88629,0.66577,0.49527,0.23725,1.3168,1.29556,1.26307,1.27315
0.02957,0.02928,0.03315,0.01974,0.02952,0.0394,0.04941,0.01269,0.02099,0.01825,0.03586,0.03586,0.01838,0.53136,0.30486,0.61076,0.73392,2.59304,0.60831,0.75979,2.29758,2.11823,0.64243,0.49394,1.87746,0.66425,0.49382,0.23585,1.30989,1.28832,1.25699,1.2669
0.02977,0.02953,0.03341,0.01996,0.02964,0.03963,0.04941,0.01284,0.02116,0.01841,0.03589,0.03589,0.01847,0.53489,0.30383,0.60805,0.73098,2.57837,0.60697,0.75763,2.29674,2.10569,0.6398,0.49172,1.87669,0.66232,0.49274,0.23496,1.30539,1.28375,1.25302,1.2627
0.0299,0.02973,0.03355,0.02024,0.02972,0.03985,0.0494,0.01301,0.02125,0.01852,0.03591,0.03591,0.01851,0.53733,0.30313,0.60605,0.72947,2.56016,0.6062,0.75548,2.30406,2.09018,0.63845,0.49005,1.88284,0.66041,0.49217,0.23436,1.30207,1.28065,1.25032,1.25977
0.03011,0.03006,0.03381,0.02068,0.02979,0.03991,0.0494,0.01329,0.0214,0.01873,0.03596,0.03596,0.01855,0.54106,0.30207,0.60261,0.72665,2.53178,0.60543,0.75498,2.29737,2.06601,0.63592,0.4872,1.87715,0.65996,0.49152,0.2334,1.29688,1.27577,1.24622,1.25562
0.03031,0.0304,0.03394,0.02142,0.02986,0.03987,0.0494,0.01375,0.02149,0.01893,0.036,0.036,0.01859,0.54477,0.30103,0.59916,0.72529,2.4874,0.60475,0.75529,2.28518,2.02834,0.63468,0.48424,1.86681,0.66022,0.49092,0.23242,1.29125,1.27111,1.24217,1.2516
0.03038,0.03038,0.03347,0.02228,0.03,0.04007,0.0494,0.01429,0.02119,0.01893,0.03601,0.03601,0.01868,0.54595,0.3007,0.59934,0.7304,2.43709,0.60324,0.75342,2.27959,1.98581,0.63919,0.4841,1.86205,0.65855,0.48969,0.23207,1.28862,1.27064,1.24068,1.24991
0.03035,0.03018,0.03283,0.02299,0.03016,0.04032,0.04939,0.01474,0.02079,0.0188,0.036,0.036,0.01878,0.54548,0.30083,0.6014,0.7376,2.39843,0.60169,0.75107,2.27757,1.95323,0.64558,0.48547,1.86031,0.65646,0.48846,0.23214,1.28829,1.2725,1.24094,1.24992
0.03047,0.03016,0.0326,0.02342,0.03039,0.04062,0.04939,0.01501,0.02065,0.01879,0.03603,0.03603,0.01892,0.54754,0.30025,0.60156,0.74025,2.37568,0.59927,0.7483,2.26648,1.93404,0.64792,0.48545,1.85089,0.654,0.48648,0.2316,1.28545,1.27073,1.23836,1.24705
0.02974,0.02925,0.03144,0.02307,0.02988,0.0398,0.04941,0.01478,0.01992,0.01824,0.03589,0.03589,0.01861,0.53442,0.30397,0.61108,0.75385,2.39411,0.60449,0.75604,2.2752,1.9499,0.66005,0.49304,1.85846,0.66091,0.49068,0.2348,1.30132,1.28789,1.25314,1.26266
0.02601,0.02529,0.02651,0.02131,0.0265,0.03475,0.04947,0.01368,0.01683,0.01581,0.03519,0.03519,0.01653,0.46686,0.32551,0.65832,0.82114,2.49116,0.64281,0.80908,2.37204,2.03362,0.72024,0.53066,1.94172,0.70824,0.52162,0.25316,1.38177,1.37347,1.33046,1.34503
0.02282,0.02214,0.0226,0.01999,0.02335,0.03044,0.04954,0.01285,0.01437,0.01387,0.03458,0.03458,0.0146,0.40914,0.348,0.7047,0.88969,2.57244,0.6857,0.8646,2.51071,2.10433,0.78176,0.5675,2.06106,0.758,0.55641,0.27204,1.44984,1.44574,1.39692,1.41583
0.02035,0.01978,0.0198,0.01876,0.02081,0.02701,0.04959,0.01207,0.0126,0.01243,0.03412,0.03412,0.01304,0.36438,0.36903,0.74642,0.95071,2.65555,0.72724,0.91806,2.64748,2.17674,0.83675,0.6007,2.17936,0.80604,0.59015,0.28948,1.50282,1.50126,1.44861,1.47098
0.01828,0.01767,0.01724,0.01778,0.01884,0.02433,0.04963,0.01147,0.011,0.01112,0.03372,0.03372,0.01183,0.32697,0.38984,0.79096,1.019,2.72709,0.76525,0.96725,2.76972,2.23961,0.89843,0.63598,2.28574,0.85041,0.62102,0.30657,1.54725,1.54825,1.4916,1.51665
0.01702,0.01661,0.0161,0.01698,0.01742,0.02241,0.04966,0.01096,0.01028,0.01046,0.03349,0.03349,0.01095,0.30431,0.40428,0.81646,1.0548,2.79123,0.79672,1.00776,2.8722,2.29565,0.93094,0.65637,2.37523,0.88701,0.64658,0.31836,1.57416,1.57572,1.51799,1.54497
0.01652,0.01646,0.01609,0.01645,0.01658,0.02122,0.04967,0.01062,0.01027,0.01037,0.03339,0.03339,0.01043,0.29525,0.41051,0.82033,1.05478,2.83654,0.81729,1.03576,2.92762,2.33481,0.93103,0.65979,2.42384,0.91232,0.66318,0.32344,1.58482,1.58553,1.52899,1.55716
0.01667,0.01716,0.01719,0.01619,0.01616,0.02055,0.04967,0.01046,0.01097,0.01081,0.03341,0.03341,0.01018,0.29784,0.4087,0.80271,1.0203,2.86038,0.82811,1.05233,2.94367,2.35471,0.89994,0.64629,2.43798,0.92723,0.67181,0.32195,1.58137,1.57987,1.5269,1.55572
0.01728,0.01815,0.0185,0.01636,0.01643,0.0208,0.04966,0.01057,0.01179,0.01141,0.03353,0.03353,0.01033,0.30903,0.40114,0.78015,0.98326,2.84632,0.82142,1.04614,2.90471,2.34175,0.86649,0.62858,2.40391,0.92153,0.66623,0.31577,1.56772,1.56438,1.51458,1.54314
0.0185,0.01929,0.01984,0.01703,0.01767,0.02236,0.04964,0.01099,0.01263,0.01212,0.03376,0.03376,0.01111,0.33098,0.38744,0.75607,0.94944,2.78983,0.79101,1.00927,2.78954,2.29224,0.8359,0.60932,2.30344,0.88812,0.64144,0.30455,1.54164,1.53722,1.4892,1.51621
0.0213,0.02099,0.02149,0.01879,0.02148,0.02729,0.04957,0.01209,0.01367,0.01317,0.03429,0.03429,0.01345,0.38159,0.36051,0.72409,0.91228,2.65423,0.71562,0.91336,2.53399,2.17478,0.80219,0.58326,2.08197,0.80166,0.58024,0.28236,1.48268,1.47842,1.42924,1.4513
0.0229,0.02162,0.0219,0.01991,0.02404,0.03042,0.04953,0.0128,0.01393,0.01356,0.0346,0.0346,0.01503,0.41048,0.34743,0.71332,0.9039,2.57725,0.67554,0.86491,2.37927,2.10864,0.79449,0.57424,1.94917,0.75817,0.54762,0.27144,1.44938,1.44628,1.39439,1.4133
0.02331,0.02182,0.0218,0.02079,0.02465,0.03105,0.04952,0.01336,0.01387,0.01368,0.03468,0.03468,0.01541,0.41787,0.3443,0.70997,0.90589,2.52037,0.66683,0.8563,2.33251,2.06017,0.79621,0.57118,1.90929,0.75042,0.54044,0.26873,1.43982,1.43832,1.38553,1.40382
0.02351,0.02196,0.02171,0.0215,0.02493,0.03127,0.04951,0.0138,0.01381,0.01376,0.03472,0.03472,0.01557,0.42158,0.34277,0.70769,0.90804,2.47764,0.66312,0.85322,2.30865,2.02385,0.79808,0.56907,1.88899,0.74765,0.53735,0.26737,1.43456,1.43435,1.38116,1.39922
0.02352,0.02194,0.02146,0.02201,0.02498,0.03123,0.04952,0.01413,0.01366,0.01375,0.03472,0.03472,0.01561,0.4218,0.34267,0.70811,0.91323,2.44793,0.66241,0.85384,2.29601,1.99869,0.8027,0.56916,1.87828,0.74819,0.53671,0.26722,1.43352,1.43454,1.38083,1.39894
0.02348,0.02184,0.02119,0.02243,0.02498,0.0312,0.04951,0.01438,0.01348,0.0137,0.03471,0.03471,0.01561,0.42097,0.34301,0.70955,0.91934,2.42518,0.66242,0.85412,2.29425,1.97949,0.80816,0.57009,1.8768,0.74844,0.5367,0.26745,1.43388,1.43601,1.38172,1.39985
0.02363,0.02192,0.0212,0.02263,0.02521,0.03153,0.04951,0.01451,0.01349,0.01374,0.03474,0.03474,0.01575,0.42374,0.34188,0.70835,0.91898,2.41381,0.65925,0.84969,2.28604,1.96982,0.80781,0.56906,1.86976,0.74448,0.53416,0.2665,1.43051,1.43295,1.3784,1.3962
0.02398,0.02193,0.02126,0.02256,0.02589,0.03263,0.04951,0.01446,0.01352,0.01376,0.03481,0.03481,0.01617,0.42999,0.33935,0.70804,0.9178,2.41767,0.65025,0.83525,2.27516,1.97301,0.80673,0.56883,1.8603,0.73159,0.52698,0.26445,1.424,1.42623,1.37065,1.38736
0.02443,0.02201,0.02133,0.02261,0.02675,0.03408,0.04949,0.0145,0.01357,0.0138,0.0349,0.0349,0.0167,0.4382,0.33612,0.70688,0.91614,2.41484,0.63949,0.81719,2.26864,1.97051,0.80522,0.56789,1.85447,0.71548,0.51845,0.26182,1.41514,1.41733,1.36053,1.37579
0.02491,0.02243,0.02192,0.02265,0.02727,0.03491,0.04947,0.01452,0.01394,0.01405,0.03499,0.03499,0.017,0.44683,0.33282,0.69995,0.90388,2.41331,0.6333,0.80724,2.26213,1.96897,0.79421,0.56249,1.84876,0.7066,0.51351,0.25909,1.40531,1.40661,1.35054,1.36496
0.02537,0.02307,0.02275,0.02275,0.02754,0.03526,0.04947,0.01458,0.01446,0.01445,0.03507,0.03507,0.01718,0.45527,0.32968,0.69008,0.88703,2.40809,0.63011,0.80331,2.25019,1.96424,0.77909,0.55478,1.83854,0.70307,0.5109,0.25645,1.39522,1.39534,1.34112,1.35519
0.02577,0.02371,0.02353,0.02305,0.02767,0.03539,0.04946,0.01477,0.01495,0.01484,0.03515,0.03515,0.01726,0.46251,0.32705,0.68045,0.87221,2.39259,0.62867,0.80178,2.24298,1.95084,0.7658,0.54717,1.83236,0.70169,0.5097,0.25421,1.38608,1.38542,1.3332,1.34713
0.02584,0.02389,0.02378,0.02306,0.02762,0.03533,0.04946,0.01478,0.01511,0.01495,0.03516,0.03516,0.01723,0.46379,0.32659,0.67781,0.86759,2.39221,0.62926,0.80253,2.245,1.95045,0.76167,0.54511,1.83407,0.70235,0.51017,0.25383,1.38442,1.38338,1.33192,1.34592
0.0267,0.02565,0.02634,0.02289,0.02748,0.03509,0.04946,0.01467,0.01672,0.01603,0.03532,0.03532,0.01714,0.47927,0.32121,0.65347,0.82397,2.40186,0.63084,0.80536,2.24469,1.95787,0.72267,0.52624,1.83372,0.70481,0.51139,0.24927,1.36554,1.36007,1.31567,1.32989
0.02699,0.02677,0.02816,0.02239,0.02692,0.03434,0.04946,0.01436,0.01786,0.01672,0.03537,0.03537,0.0168,0.48449,0.31945,0.63935,0.79664,2.42955,0.6376,0.81414,2.26667,1.98089,0.6983,0.51542,1.85237,0.71262,0.51684,0.24781,1.35904,1.34983,1.31101,1.32597
0.02606,0.02684,0.02962,0.01953,0.02505,0.03229,0.04949,0.01256,0.01878,0.01676,0.03518,0.03518,0.01565,0.46775,0.32519,0.6385,0.77645,2.60563,0.66162,0.83956,2.3863,2.13018,0.68044,0.51589,1.95425,0.73537,0.53654,0.25294,1.38122,1.36501,1.33183,1.34885
0.02541,0.02765,0.0322,0.01697,0.02304,0.03006,0.04952,0.01095,0.02039,0.01726,0.03505,0.03505,0.01442,0.45598,0.32942,0.62875,0.74439,2.801,0.69059,0.87032,2.53149,2.29648,0.65201,0.5093,2.07839,0.76293,0.56028,0.25678,1.39648,1.37196,1.34756,1.36683
0.02479,0.02818,0.03421,0.0149,0.02142,0.02831,0.04953,0.00965,0.02166,0.01757,0.03493,0.03493,0.01341,0.44475,0.33361,0.6227,0.72189,2.99372,0.71698,0.89673,2.67809,2.46158,0.63211,0.50541,2.20428,0.78664,0.58197,0.26056,1.41083,1.37972,1.36212,1.38313
0.02404,0.02817,0.03537,0.01308,0.02006,0.02672,0.04956,0.0085,0.02239,0.01757,0.03478,0.03478,0.01258,0.4312,0.33887,0.62272,0.70974,3.20174,0.74154,0.92314,2.80097,2.64109,0.6214,0.50627,2.31041,0.81039,0.60209,0.26521,1.42809,1.39213,1.37872,1.40133
0.02345,0.02805,0.03595,0.01197,0.01908,0.02553,0.04958,0.00533,0.02275,0.0175,0.03467,0.03467,0.01198,0.42043,0.34324,0.62402,0.70388,3.35198,0.76068,0.94453,2.89029,2.77158,0.61626,0.50786,2.3879,0.82964,0.61775,0.26902,1.44391,1.40274,1.39173,1.41554
0.02289,0.02763,0.03566,0.01145,0.01843,0.02464,0.04959,0.0031,0.02257,0.01723,0.03457,0.03457,0.01157,0.41033,0.3475,0.62882,0.70676,3.42971,0.77434,0.9614,2.94023,2.83956,0.61887,0.51196,2.43148,0.84484,0.62885,0.27264,1.45799,1.41456,1.40353,1.42823
0.02218,0.02653,0.03407,0.01119,0.01809,0.02403,0.0496,0.00306,0.02157,0.01656,0.03444,0.03444,0.01136,0.39755,0.35311,0.64213,0.72308,3.469,0.78189,0.97349,2.94427,2.87449,0.63345,0.52271,2.43537,0.85574,0.63488,0.27734,1.47353,1.43237,1.41768,1.44299
0.02165,0.02528,0.03195,0.01136,0.01819,0.02392,0.0496,0.00308,0.02024,0.01579,0.03434,0.03434,0.01142,0.38799,0.35749,0.65827,0.74677,3.43941,0.77965,0.97567,2.89533,2.84943,0.65458,0.53546,2.39325,0.85771,0.63287,0.28093,1.48543,1.44789,1.4277,1.45312
0.02224,0.02565,0.0317,0.01263,0.01895,0.02455,0.04959,0.00821,0.02008,0.01602,0.03445,0.03445,0.01189,0.3987,0.35259,0.65339,0.74983,3.25833,0.76344,0.96322,2.77676,2.69158,0.65721,0.53088,2.29065,0.8464,0.61936,0.27661,1.46716,1.4364,1.41509,1.43988
0.02464,0.02819,0.03424,0.01488,0.02113,0.02663,0.04954,0.00963,0.02167,0.01758,0.0349,0.0349,0.01323,0.44199,0.33466,0.62257,0.72153,2.99637,0.722,0.92497,2.53136,2.46389,0.63179,0.50532,2.07923,0.81178,0.58507,0.26122,1.41377,1.38256,1.36552,1.38821
0.02625,0.02995,0.03609,0.01631,0.02256,0.02791,0.04951,0.01054,0.02283,0.01866,0.03521,0.03521,0.01411,0.47119,0.32399,0.60359,0.70281,2.85928,0.6982,0.9035,2.3917,2.34544,0.61503,0.48968,1.95968,0.79237,0.56537,0.252,1.37782,1.34595,1.33215,1.35353
0.02693,0.03077,0.0369,0.01709,0.02307,0.02832,0.0495,0.01103,0.02334,0.01916,0.03534,0.03534,0.01443,0.48342,0.31981,0.59525,0.6951,2.79206,0.6901,0.89716,2.33887,2.28762,0.60812,0.48278,1.91464,0.78663,0.55862,0.24836,1.36235,1.33043,1.3183,1.33927
0.02747,0.03135,0.0374,0.01774,0.02359,0.02876,0.04949,0.01143,0.02365,0.01952,0.03543,0.03543,0.01475,0.49335,0.31653,0.58966,0.69046,2.73973,0.68246,0.89025,2.29542,2.24273,0.60396,0.47812,1.87763,0.7804,0.55231,0.24549,1.34991,1.31822,1.30693,1.32745
0.02781,0.03155,0.03751,0.01808,0.02401,0.02929,0.04948,0.01165,0.02372,0.01965,0.0355,0.0355,0.01501,0.49934,0.3146,0.5877,0.68945,2.7127,0.6762,0.88202,2.2756,2.21959,0.60304,0.47644,1.8607,0.77302,0.54723,0.24383,1.34269,1.31139,1.29986,1.31985
0.02815,0.03172,0.03742,0.01865,0.02451,0.02993,0.04947,0.01201,0.02367,0.01975,0.03556,0.03556,0.01532,0.50558,0.31263,0.58617,0.69026,2.66985,0.66919,0.87258,2.255,2.18304,0.60373,0.47502,1.84309,0.76456,0.54158,0.2421,1.33492,1.30468,1.29243,1.31178
0.02859,0.03192,0.03744,0.01914,0.02515,0.03083,0.04947,0.01232,0.02369,0.01986,0.03565,0.03565,0.01571,0.5136,0.31015,0.58433,0.69008,2.63507,0.66035,0.8598,2.2341,2.15336,0.60354,0.4734,1.8252,0.75314,0.53448,0.23997,1.32537,1.29588,1.28287,1.30132
0.02897,0.03217,0.03756,0.01962,0.02562,0.0315,0.04946,0.01263,0.02376,0.02002,0.03572,0.03572,0.016,0.52043,0.30808,0.58195,0.68905,2.60155,0.65408,0.85048,2.22096,2.12478,0.6026,0.47135,1.81394,0.74481,0.52945,0.23818,1.31696,1.28808,1.27484,1.29262
0.02934,0.03244,0.03775,0.02004,0.02608,0.03213,0.04945,0.01288,0.02386,0.02019,0.03579,0.03579,0.01628,0.52721,0.30607,0.57948,0.68741,2.57437,0.64821,0.84208,2.20659,2.10161,0.60112,0.46926,1.80165,0.73731,0.52473,0.23644,1.30872,1.28021,1.2669,1.28404
0.02971,0.03275,0.03805,0.02035,0.02647,0.03265,0.04944,0.01308,0.02406,0.02038,0.03586,0.03586,0.01652,0.53379,0.30415,0.57662,0.68464,2.55427,0.64326,0.83534,2.19233,2.08445,0.59864,0.4669,1.78948,0.73128,0.52073,0.23478,1.30077,1.27226,1.25927,1.27589
0.03023,0.03328,0.03872,0.0206,0.02696,0.03333,0.04943,0.01323,0.02447,0.02071,0.03596,0.03596,0.01683,0.54322,0.30146,0.5719,0.67875,2.53819,0.6372,0.82677,2.17705,2.07063,0.59339,0.4631,1.77642,0.72361,0.51585,0.23247,1.28957,1.2604,1.24843,1.26437
0.03059,0.0336,0.03913,0.02073,0.02734,0.03397,0.04942,0.01331,0.02473,0.0209,0.03603,0.03603,0.01705,0.5497,0.29966,0.5691,0.67512,2.5301,0.63269,0.81884,2.17551,2.06367,0.59016,0.46084,1.77499,0.71655,0.51229,0.23092,1.28201,1.25238,1.24094,1.25624
0.03082,0.03395,0.03955,0.02091,0.02748,0.0343,0.04941,0.01343,0.025,0.02111,0.03607,0.03607,0.01714,0.55397,0.29848,0.56616,0.6715,2.51919,0.63114,0.81485,2.18335,2.05433,0.58694,0.45846,1.78152,0.713,0.51111,0.22993,1.27667,1.24664,1.23618,1.25115
0.03111,0.03434,0.03997,0.02121,0.02765,0.03459,0.04941,0.01362,0.02527,0.02135,0.03612,0.03612,0.01725,0.55913,0.29708,0.56285,0.6679,2.50108,0.62905,0.81145,2.18095,2.03889,0.58373,0.45576,1.77943,0.70997,0.50944,0.2287,1.27011,1.23988,1.23041,1.24508
0.031,0.03479,0.04077,0.02098,0.02707,0.03389,0.04942,0.01348,0.02577,0.02162,0.0361,0.0361,0.01689,0.55727,0.29758,0.55916,0.66125,2.51486,0.63599,0.81988,2.20763,2.05047,0.57784,0.45292,1.80206,0.71747,0.51507,0.22914,1.27173,1.23984,1.23332,1.2487
0.02785,0.03286,0.03962,0.01793,0.02296,0.02825,0.04949,0.01155,0.02504,0.02045,0.03549,0.03549,0.01437,0.50006,0.31437,0.57554,0.67067,2.72541,0.69192,0.89817,2.35324,2.23007,0.58637,0.46689,1.92671,0.78749,0.56011,0.24365,1.34009,1.30512,1.30078,1.32181
0.02513,0.03097,0.03835,0.01523,0.01971,0.0241,0.04955,0.00986,0.02426,0.01928,0.03498,0.03498,0.01236,0.45096,0.33127,0.59326,0.68153,2.96228,0.74842,0.9727,2.52912,2.43361,0.59621,0.48197,2.07792,0.85446,0.60582,0.25815,1.39928,1.36199,1.35825,1.38345
